ParticipantName	GazeEventDuration	GazeEventDuration	GazeEventDuration	GazePointX (MCSpx)	GazePointY (MCSpx)	MediaName
P07h	186	186	186	851.0	750.0	http://www.fiit.stuba.sk/
P07h	201	201	201	695.0	66.0	http://www.fiit.stuba.sk/
P07h	201	201	201	691.0	69.0	http://www.fiit.stuba.sk/
P07h	201	201	201	702.0	61.0	http://www.fiit.stuba.sk/
P07h	201	201	201	694.0	70.0	http://www.fiit.stuba.sk/
P07h	201	201	201	706.0	59.0	http://www.fiit.stuba.sk/
P07h	201	201	201	693.0	65.0	http://www.fiit.stuba.sk/
P07h	201	201	201	689.0	72.0	http://www.fiit.stuba.sk/
P07h	201	201	201	696.0	64.0	http://www.fiit.stuba.sk/
P07h	201	201	201	697.0	60.0	http://www.fiit.stuba.sk/
P07h	201	201	201	701.0	63.0	http://www.fiit.stuba.sk/
P07h	201	201	201	694.0	66.0	http://www.fiit.stuba.sk/
P07h	201	201	201	687.0	67.0	http://www.fiit.stuba.sk/
P07h	333	333	333	655.0	84.0	http://www.fiit.stuba.sk/
P07h	333	333	333	649.0	76.0	http://www.fiit.stuba.sk/
P07h	333	333	333	646.0	85.0	http://www.fiit.stuba.sk/
P07h	333	333	333	650.0	84.0	http://www.fiit.stuba.sk/
P07h	333	333	333	649.0	79.0	http://www.fiit.stuba.sk/
P07h	333	333	333	656.0	91.0	http://www.fiit.stuba.sk/
P07h	333	333	333	654.0	85.0	http://www.fiit.stuba.sk/
P07h	333	333	333	654.0	85.0	http://www.fiit.stuba.sk/
P07h	333	333	333	650.0	84.0	http://www.fiit.stuba.sk/
P07h	333	333	333	654.0	83.0	http://www.fiit.stuba.sk/
P07h	333	333	333	651.0	84.0	http://www.fiit.stuba.sk/
P07h	333	333	333	657.0	86.0	http://www.fiit.stuba.sk/
P07h	333	333	333	662.0	81.0	http://www.fiit.stuba.sk/
P07h	333	333	333	657.0	84.0	http://www.fiit.stuba.sk/
P07h	333	333	333	658.0	84.0	http://www.fiit.stuba.sk/
P07h	333	333	333	647.0	84.0	http://www.fiit.stuba.sk/
P07h	333	333	333	657.0	79.0	http://www.fiit.stuba.sk/
P07h	333	333	333	650.0	85.0	http://www.fiit.stuba.sk/
P07h	333	333	333	651.0	89.0	http://www.fiit.stuba.sk/
P07h	333	333	333	649.0	85.0	http://www.fiit.stuba.sk/
P07h	183	183	183	826.0	103.0	http://www.fiit.stuba.sk/
P07h	183	183	183	819.0	105.0	http://www.fiit.stuba.sk/
P07h	183	183	183	823.0	107.0	http://www.fiit.stuba.sk/
P07h	183	183	183	818.0	105.0	http://www.fiit.stuba.sk/
P07h	183	183	183	825.0	111.0	http://www.fiit.stuba.sk/
P07h	183	183	183	821.0	108.0	http://www.fiit.stuba.sk/
P07h	183	183	183	826.0	103.0	http://www.fiit.stuba.sk/
P07h	183	183	183	825.0	101.0	http://www.fiit.stuba.sk/
P07h	183	183	183	824.0	106.0	http://www.fiit.stuba.sk/
P07h	183	183	183	824.0	113.0	http://www.fiit.stuba.sk/
P07h	183	183	183	814.0	108.0	http://www.fiit.stuba.sk/
P07h	283	283	283	790.0	103.0	http://www.fiit.stuba.sk/
P07h	283	283	283	796.0	104.0	http://www.fiit.stuba.sk/
P07h	283	283	283	800.0	101.0	http://www.fiit.stuba.sk/
P07h	283	283	283	796.0	96.0	http://www.fiit.stuba.sk/
P07h	283	283	283	799.0	94.0	http://www.fiit.stuba.sk/
P07h	283	283	283	793.0	97.0	http://www.fiit.stuba.sk/
P07h	283	283	283	802.0	106.0	http://www.fiit.stuba.sk/
P07h	283	283	283	802.0	106.0	http://www.fiit.stuba.sk/
P07h	283	283	283	804.0	88.0	http://www.fiit.stuba.sk/
P07h	283	283	283	798.0	97.0	http://www.fiit.stuba.sk/
P07h	283	283	283	804.0	92.0	http://www.fiit.stuba.sk/
P07h	283	283	283	801.0	100.0	http://www.fiit.stuba.sk/
P07h	283	283	283	797.0	92.0	http://www.fiit.stuba.sk/
P07h	283	283	283	803.0	94.0	http://www.fiit.stuba.sk/
P07h	283	283	283	795.0	103.0	http://www.fiit.stuba.sk/
P07h	283	283	283	792.0	99.0	http://www.fiit.stuba.sk/
P07h	283	283	283	796.0	99.0	http://www.fiit.stuba.sk/
P07h	250	250	250	895.0	180.0	http://www.fiit.stuba.sk/
P07h	250	250	250	897.0	187.0	http://www.fiit.stuba.sk/
P07h	250	250	250	891.0	189.0	http://www.fiit.stuba.sk/
P07h	250	250	250	896.0	178.0	http://www.fiit.stuba.sk/
P07h	250	250	250	892.0	196.0	http://www.fiit.stuba.sk/
P07h	250	250	250	893.0	191.0	http://www.fiit.stuba.sk/
P07h	250	250	250	901.0	182.0	http://www.fiit.stuba.sk/
P07h	250	250	250	893.0	189.0	http://www.fiit.stuba.sk/
P07h	250	250	250	896.0	195.0	http://www.fiit.stuba.sk/
P07h	250	250	250	895.0	193.0	http://www.fiit.stuba.sk/
P07h	250	250	250	895.0	190.0	http://www.fiit.stuba.sk/
P07h	250	250	250	896.0	189.0	http://www.fiit.stuba.sk/
P07h	250	250	250	901.0	186.0	http://www.fiit.stuba.sk/
P07h	250	250	250	897.0	188.0	http://www.fiit.stuba.sk/
P07h	250	250	250	894.0	178.0	http://www.fiit.stuba.sk/
P07h	117	117	117	838.0	121.0	http://www.fiit.stuba.sk/
P07h	117	117	117	832.0	125.0	http://www.fiit.stuba.sk/
P07h	117	117	117	836.0	119.0	http://www.fiit.stuba.sk/
P07h	117	117	117	837.0	120.0	http://www.fiit.stuba.sk/
P07h	117	117	117	833.0	123.0	http://www.fiit.stuba.sk/
P07h	117	117	117	837.0	118.0	http://www.fiit.stuba.sk/
P07h	117	117	117	836.0	119.0	http://www.fiit.stuba.sk/
P07h	517	517	517	809.0	113.0	http://www.fiit.stuba.sk/
P07h	517	517	517	821.0	114.0	http://www.fiit.stuba.sk/
P07h	517	517	517	819.0	105.0	http://www.fiit.stuba.sk/
P07h	517	517	517	815.0	112.0	http://www.fiit.stuba.sk/
P07h	517	517	517	818.0	108.0	http://www.fiit.stuba.sk/
P07h	517	517	517	816.0	111.0	http://www.fiit.stuba.sk/
P07h	517	517	517	810.0	121.0	http://www.fiit.stuba.sk/
P07h	517	517	517	813.0	118.0	http://www.fiit.stuba.sk/
P07h	517	517	517	816.0	119.0	http://www.fiit.stuba.sk/
P07h	517	517	517	824.0	112.0	http://www.fiit.stuba.sk/
P07h	517	517	517	821.0	122.0	http://www.fiit.stuba.sk/
P07h	517	517	517	819.0	121.0	http://www.fiit.stuba.sk/
P07h	517	517	517	824.0	108.0	http://www.fiit.stuba.sk/
P07h	517	517	517	813.0	115.0	http://www.fiit.stuba.sk/
P07h	517	517	517	825.0	114.0	http://www.fiit.stuba.sk/
P07h	517	517	517	833.0	106.0	http://www.fiit.stuba.sk/
P07h	517	517	517	826.0	109.0	http://www.fiit.stuba.sk/
P07h	517	517	517	817.0	117.0	http://www.fiit.stuba.sk/
P07h	517	517	517	830.0	102.0	http://www.fiit.stuba.sk/
P07h	517	517	517	823.0	110.0	http://www.fiit.stuba.sk/
P07h	517	517	517	823.0	117.0	http://www.fiit.stuba.sk/
P07h	517	517	517	822.0	115.0	http://www.fiit.stuba.sk/
P07h	517	517	517	817.0	112.0	http://www.fiit.stuba.sk/
P07h	517	517	517	835.0	108.0	http://www.fiit.stuba.sk/
P07h	517	517	517	827.0	108.0	http://www.fiit.stuba.sk/
P07h	517	517	517	820.0	116.0	http://www.fiit.stuba.sk/
P07h	517	517	517	821.0	112.0	http://www.fiit.stuba.sk/
P07h	517	517	517	818.0	120.0	http://www.fiit.stuba.sk/
P07h	517	517	517	816.0	121.0	http://www.fiit.stuba.sk/
P07h	517	517	517	816.0	126.0	http://www.fiit.stuba.sk/
P07h	517	517	517	820.0	110.0	http://www.fiit.stuba.sk/
P07h	217	217	217	969.0	112.0	http://www.fiit.stuba.sk/
P07h	217	217	217	969.0	109.0	http://www.fiit.stuba.sk/
P07h	217	217	217	975.0	107.0	http://www.fiit.stuba.sk/
P07h	217	217	217	979.0	111.0	http://www.fiit.stuba.sk/
P07h	217	217	217	967.0	103.0	http://www.fiit.stuba.sk/
P07h	217	217	217	973.0	107.0	http://www.fiit.stuba.sk/
P07h	217	217	217	978.0	101.0	http://www.fiit.stuba.sk/
P07h	217	217	217	976.0	108.0	http://www.fiit.stuba.sk/
P07h	217	217	217	973.0	112.0	http://www.fiit.stuba.sk/
P07h	217	217	217	970.0	105.0	http://www.fiit.stuba.sk/
P07h	217	217	217	964.0	115.0	http://www.fiit.stuba.sk/
P07h	217	217	217	965.0	105.0	http://www.fiit.stuba.sk/
P07h	217	217	217	969.0	104.0	http://www.fiit.stuba.sk/
P07h	133	133	133	1393.0	110.0	http://www.fiit.stuba.sk/
P07h	133	133	133	1413.0	114.0	http://www.fiit.stuba.sk/
P07h	133	133	133	1406.0	112.0	http://www.fiit.stuba.sk/
P07h	133	133	133	1409.0	121.0	http://www.fiit.stuba.sk/
P07h	133	133	133	1415.0	119.0	http://www.fiit.stuba.sk/
P07h	133	133	133	1406.0	119.0	http://www.fiit.stuba.sk/
P07h	133	133	133	1404.0	128.0	http://www.fiit.stuba.sk/
P07h	133	133	133	1411.0	114.0	http://www.fiit.stuba.sk/
P07h	150	150	150	1384.0	58.0	http://www.fiit.stuba.sk/
P07h	150	150	150	1380.0	48.0	http://www.fiit.stuba.sk/
P07h	150	150	150	1388.0	49.0	http://www.fiit.stuba.sk/
P07h	150	150	150	1388.0	55.0	http://www.fiit.stuba.sk/
P07h	150	150	150	1395.0	31.0	http://www.fiit.stuba.sk/
P07h	150	150	150	1383.0	52.0	http://www.fiit.stuba.sk/
P07h	150	150	150	1399.0	55.0	http://www.fiit.stuba.sk/
P07h	150	150	150	1403.0	51.0	http://www.fiit.stuba.sk/
P07h	150	150	150	1395.0	48.0	http://www.fiit.stuba.sk/
P07h	167	167	167	1360.0	44.0	http://www.fiit.stuba.sk/
P07h	167	167	167	1357.0	47.0	http://www.fiit.stuba.sk/
P07h	167	167	167	1348.0	24.0	http://www.fiit.stuba.sk/
P07h	167	167	167	1358.0	52.0	http://www.fiit.stuba.sk/
P07h	167	167	167	1358.0	41.0	http://www.fiit.stuba.sk/
P07h	167	167	167	1356.0	44.0	http://www.fiit.stuba.sk/
P07h	167	167	167	1356.0	47.0	http://www.fiit.stuba.sk/
P07h	167	167	167	1358.0	51.0	http://www.fiit.stuba.sk/
P07h	167	167	167	1356.0	48.0	http://www.fiit.stuba.sk/
P07h	167	167	167	1353.0	46.0	http://www.fiit.stuba.sk/
P07h	133	133	133	1305.0	47.0	http://www.fiit.stuba.sk/
P07h	133	133	133	1300.0	37.0	http://www.fiit.stuba.sk/
P07h	133	133	133	1304.0	45.0	http://www.fiit.stuba.sk/
P07h	133	133	133	1306.0	42.0	http://www.fiit.stuba.sk/
P07h	133	133	133	1308.0	47.0	http://www.fiit.stuba.sk/
P07h	133	133	133	1312.0	60.0	http://www.fiit.stuba.sk/
P07h	133	133	133	1302.0	54.0	http://www.fiit.stuba.sk/
P07h	133	133	133	1289.0	44.0	http://www.fiit.stuba.sk/
P07h	167	167	167	523.0	74.0	http://www.fiit.stuba.sk/
P07h	167	167	167	525.0	80.0	http://www.fiit.stuba.sk/
P07h	167	167	167	527.0	90.0	http://www.fiit.stuba.sk/
P07h	167	167	167	524.0	80.0	http://www.fiit.stuba.sk/
P07h	167	167	167	530.0	79.0	http://www.fiit.stuba.sk/
P07h	167	167	167	520.0	84.0	http://www.fiit.stuba.sk/
P07h	167	167	167	539.0	81.0	http://www.fiit.stuba.sk/
P07h	167	167	167	531.0	97.0	http://www.fiit.stuba.sk/
P07h	167	167	167	525.0	87.0	http://www.fiit.stuba.sk/
P07h	167	167	167	520.0	80.0	http://www.fiit.stuba.sk/
P07h	233	233	233	484.0	78.0	http://www.fiit.stuba.sk/
P07h	233	233	233	490.0	91.0	http://www.fiit.stuba.sk/
P07h	233	233	233	482.0	85.0	http://www.fiit.stuba.sk/
P07h	233	233	233	488.0	76.0	http://www.fiit.stuba.sk/
P07h	233	233	233	482.0	88.0	http://www.fiit.stuba.sk/
P07h	233	233	233	484.0	78.0	http://www.fiit.stuba.sk/
P07h	233	233	233	488.0	85.0	http://www.fiit.stuba.sk/
P07h	233	233	233	492.0	96.0	http://www.fiit.stuba.sk/
P07h	233	233	233	484.0	85.0	http://www.fiit.stuba.sk/
P07h	233	233	233	493.0	104.0	http://www.fiit.stuba.sk/
P07h	233	233	233	496.0	96.0	http://www.fiit.stuba.sk/
P07h	233	233	233	479.0	83.0	http://www.fiit.stuba.sk/
P07h	233	233	233	490.0	92.0	http://www.fiit.stuba.sk/
P07h	233	233	233	490.0	90.0	http://www.fiit.stuba.sk/
P07h	250	250	250	641.0	102.0	http://www.fiit.stuba.sk/
P07h	250	250	250	652.0	90.0	http://www.fiit.stuba.sk/
P07h	250	250	250	650.0	95.0	http://www.fiit.stuba.sk/
P07h	250	250	250	650.0	95.0	http://www.fiit.stuba.sk/
P07h	250	250	250	645.0	96.0	http://www.fiit.stuba.sk/
P07h	250	250	250	645.0	89.0	http://www.fiit.stuba.sk/
P07h	250	250	250	650.0	89.0	http://www.fiit.stuba.sk/
P07h	250	250	250	635.0	98.0	http://www.fiit.stuba.sk/
P07h	250	250	250	645.0	94.0	http://www.fiit.stuba.sk/
P07h	250	250	250	635.0	99.0	http://www.fiit.stuba.sk/
P07h	250	250	250	631.0	114.0	http://www.fiit.stuba.sk/
P07h	250	250	250	645.0	86.0	http://www.fiit.stuba.sk/
P07h	250	250	250	643.0	89.0	http://www.fiit.stuba.sk/
P07h	250	250	250	637.0	92.0	http://www.fiit.stuba.sk/
P07h	283	283	283	628.0	90.0	http://www.fiit.stuba.sk/
P07h	283	283	283	626.0	103.0	http://www.fiit.stuba.sk/
P07h	283	283	283	623.0	101.0	http://www.fiit.stuba.sk/
P07h	283	283	283	624.0	91.0	http://www.fiit.stuba.sk/
P07h	283	283	283	632.0	100.0	http://www.fiit.stuba.sk/
P07h	283	283	283	627.0	91.0	http://www.fiit.stuba.sk/
P07h	283	283	283	625.0	100.0	http://www.fiit.stuba.sk/
P07h	283	283	283	624.0	96.0	http://www.fiit.stuba.sk/
P07h	283	283	283	628.0	98.0	http://www.fiit.stuba.sk/
P07h	283	283	283	620.0	94.0	http://www.fiit.stuba.sk/
P07h	283	283	283	621.0	98.0	http://www.fiit.stuba.sk/
P07h	283	283	283	607.0	104.0	http://www.fiit.stuba.sk/
P07h	283	283	283	617.0	89.0	http://www.fiit.stuba.sk/
P07h	283	283	283	623.0	92.0	http://www.fiit.stuba.sk/
P07h	283	283	283	620.0	95.0	http://www.fiit.stuba.sk/
P07h	283	283	283	626.0	94.0	http://www.fiit.stuba.sk/
P07h	283	283	283	614.0	99.0	http://www.fiit.stuba.sk/
P07h	167	167	167	493.0	84.0	http://www.fiit.stuba.sk/
P07h	167	167	167	488.0	93.0	http://www.fiit.stuba.sk/
P07h	167	167	167	484.0	87.0	http://www.fiit.stuba.sk/
P07h	167	167	167	489.0	91.0	http://www.fiit.stuba.sk/
P07h	167	167	167	490.0	87.0	http://www.fiit.stuba.sk/
P07h	167	167	167	493.0	85.0	http://www.fiit.stuba.sk/
P07h	167	167	167	487.0	73.0	http://www.fiit.stuba.sk/
P07h	167	167	167	493.0	75.0	http://www.fiit.stuba.sk/
P07h	167	167	167	495.0	90.0	http://www.fiit.stuba.sk/
P07h	167	167	167	483.0	87.0	http://www.fiit.stuba.sk/
P07h	167	167	167	453.0	76.0	http://www.fiit.stuba.sk/
P07h	167	167	167	459.0	89.0	http://www.fiit.stuba.sk/
P07h	167	167	167	459.0	79.0	http://www.fiit.stuba.sk/
P07h	167	167	167	458.0	92.0	http://www.fiit.stuba.sk/
P07h	167	167	167	453.0	77.0	http://www.fiit.stuba.sk/
P07h	167	167	167	463.0	74.0	http://www.fiit.stuba.sk/
P07h	167	167	167	453.0	54.0	http://www.fiit.stuba.sk/
P07h	167	167	167	458.0	82.0	http://www.fiit.stuba.sk/
P07h	167	167	167	465.0	96.0	http://www.fiit.stuba.sk/
P07h	167	167	167	466.0	87.0	http://www.fiit.stuba.sk/
P07h	117	117	117	732.0	247.0	http://www.fiit.stuba.sk/
P07h	117	117	117	727.0	252.0	http://www.fiit.stuba.sk/
P07h	117	117	117	729.0	238.0	http://www.fiit.stuba.sk/
P07h	117	117	117	738.0	240.0	http://www.fiit.stuba.sk/
P07h	117	117	117	734.0	246.0	http://www.fiit.stuba.sk/
P07h	117	117	117	726.0	221.0	http://www.fiit.stuba.sk/
P07h	117	117	117	721.0	218.0	http://www.fiit.stuba.sk/
P07h	133	133	133	464.0	180.0	http://www.fiit.stuba.sk/
P07h	133	133	133	466.0	181.0	http://www.fiit.stuba.sk/
P07h	133	133	133	466.0	175.0	http://www.fiit.stuba.sk/
P07h	133	133	133	468.0	171.0	http://www.fiit.stuba.sk/
P07h	133	133	133	471.0	182.0	http://www.fiit.stuba.sk/
P07h	133	133	133	479.0	187.0	http://www.fiit.stuba.sk/
P07h	133	133	133	482.0	186.0	http://www.fiit.stuba.sk/
P07h	133	133	133	463.0	192.0	http://www.fiit.stuba.sk/
P07h	317	317	317	448.0	192.0	http://www.fiit.stuba.sk/
P07h	317	317	317	445.0	205.0	http://www.fiit.stuba.sk/
P07h	317	317	317	444.0	194.0	http://www.fiit.stuba.sk/
P07h	317	317	317	438.0	206.0	http://www.fiit.stuba.sk/
P07h	317	317	317	445.0	197.0	http://www.fiit.stuba.sk/
P07h	317	317	317	446.0	187.0	http://www.fiit.stuba.sk/
P07h	317	317	317	445.0	192.0	http://www.fiit.stuba.sk/
P07h	317	317	317	447.0	187.0	http://www.fiit.stuba.sk/
P07h	317	317	317	445.0	207.0	http://www.fiit.stuba.sk/
P07h	317	317	317	434.0	193.0	http://www.fiit.stuba.sk/
P07h	317	317	317	440.0	198.0	http://www.fiit.stuba.sk/
P07h	317	317	317	432.0	199.0	http://www.fiit.stuba.sk/
P07h	317	317	317	424.0	189.0	http://www.fiit.stuba.sk/
P07h	317	317	317	437.0	194.0	http://www.fiit.stuba.sk/
P07h	317	317	317	431.0	191.0	http://www.fiit.stuba.sk/
P07h	317	317	317	431.0	185.0	http://www.fiit.stuba.sk/
P07h	317	317	317	437.0	192.0	http://www.fiit.stuba.sk/
P07h	317	317	317	435.0	196.0	http://www.fiit.stuba.sk/
P07h	317	317	317	433.0	194.0	http://www.fiit.stuba.sk/
P07h	133	133	133	501.0	184.0	http://www.fiit.stuba.sk/
P07h	133	133	133	505.0	191.0	http://www.fiit.stuba.sk/
P07h	133	133	133	500.0	189.0	http://www.fiit.stuba.sk/
P07h	133	133	133	505.0	188.0	http://www.fiit.stuba.sk/
P07h	133	133	133	497.0	190.0	http://www.fiit.stuba.sk/
P07h	133	133	133	511.0	182.0	http://www.fiit.stuba.sk/
P07h	133	133	133	502.0	191.0	http://www.fiit.stuba.sk/
P07h	133	133	133	499.0	200.0	http://www.fiit.stuba.sk/
P07h	200	200	200	493.0	181.0	http://www.fiit.stuba.sk/
P07h	200	200	200	503.0	182.0	http://www.fiit.stuba.sk/
P07h	200	200	200	499.0	180.0	http://www.fiit.stuba.sk/
P07h	200	200	200	497.0	185.0	http://www.fiit.stuba.sk/
P07h	200	200	200	498.0	186.0	http://www.fiit.stuba.sk/
P07h	200	200	200	496.0	193.0	http://www.fiit.stuba.sk/
P07h	200	200	200	498.0	187.0	http://www.fiit.stuba.sk/
P07h	200	200	200	493.0	192.0	http://www.fiit.stuba.sk/
P07h	200	200	200	492.0	181.0	http://www.fiit.stuba.sk/
P07h	200	200	200	492.0	185.0	http://www.fiit.stuba.sk/
P07h	200	200	200	494.0	198.0	http://www.fiit.stuba.sk/
P07h	200	200	200	498.0	184.0	http://www.fiit.stuba.sk/
P07h	217	217	217	464.0	181.0	http://www.fiit.stuba.sk/
P07h	217	217	217	454.0	190.0	http://www.fiit.stuba.sk/
P07h	217	217	217	455.0	181.0	http://www.fiit.stuba.sk/
P07h	217	217	217	454.0	185.0	http://www.fiit.stuba.sk/
P07h	217	217	217	452.0	182.0	http://www.fiit.stuba.sk/
P07h	217	217	217	454.0	186.0	http://www.fiit.stuba.sk/
P07h	217	217	217	460.0	182.0	http://www.fiit.stuba.sk/
P07h	217	217	217	450.0	182.0	http://www.fiit.stuba.sk/
P07h	217	217	217	463.0	194.0	http://www.fiit.stuba.sk/
P07h	217	217	217	457.0	187.0	http://www.fiit.stuba.sk/
P07h	217	217	217	460.0	186.0	http://www.fiit.stuba.sk/
P07h	217	217	217	458.0	185.0	http://www.fiit.stuba.sk/
P07h	217	217	217	454.0	185.0	http://www.fiit.stuba.sk/
P07h	117	117	117	454.0	201.0	http://www.fiit.stuba.sk/
P07h	117	117	117	454.0	208.0	http://www.fiit.stuba.sk/
P07h	117	117	117	456.0	202.0	http://www.fiit.stuba.sk/
P07h	117	117	117	452.0	211.0	http://www.fiit.stuba.sk/
P07h	117	117	117	458.0	207.0	http://www.fiit.stuba.sk/
P07h	117	117	117	456.0	207.0	http://www.fiit.stuba.sk/
P07h	167	167	167	438.0	225.0	http://www.fiit.stuba.sk/
P07h	167	167	167	446.0	235.0	http://www.fiit.stuba.sk/
P07h	167	167	167	444.0	230.0	http://www.fiit.stuba.sk/
P07h	167	167	167	453.0	232.0	http://www.fiit.stuba.sk/
P07h	167	167	167	442.0	222.0	http://www.fiit.stuba.sk/
P07h	167	167	167	442.0	231.0	http://www.fiit.stuba.sk/
P07h	167	167	167	445.0	227.0	http://www.fiit.stuba.sk/
P07h	167	167	167	446.0	230.0	http://www.fiit.stuba.sk/
P07h	167	167	167	440.0	234.0	http://www.fiit.stuba.sk/
P07h	167	167	167	432.0	232.0	http://www.fiit.stuba.sk/
P07h	283	283	283	470.0	228.0	http://www.fiit.stuba.sk/
P07h	283	283	283	477.0	211.0	http://www.fiit.stuba.sk/
P07h	283	283	283	476.0	206.0	http://www.fiit.stuba.sk/
P07h	283	283	283	478.0	216.0	http://www.fiit.stuba.sk/
P07h	283	283	283	474.0	216.0	http://www.fiit.stuba.sk/
P07h	283	283	283	469.0	216.0	http://www.fiit.stuba.sk/
P07h	283	283	283	472.0	203.0	http://www.fiit.stuba.sk/
P07h	283	283	283	482.0	196.0	http://www.fiit.stuba.sk/
P07h	283	283	283	485.0	203.0	http://www.fiit.stuba.sk/
P07h	283	283	283	486.0	200.0	http://www.fiit.stuba.sk/
P07h	283	283	283	483.0	198.0	http://www.fiit.stuba.sk/
P07h	283	283	283	484.0	212.0	http://www.fiit.stuba.sk/
P07h	283	283	283	475.0	209.0	http://www.fiit.stuba.sk/
P07h	283	283	283	477.0	201.0	http://www.fiit.stuba.sk/
P07h	283	283	283	485.0	201.0	http://www.fiit.stuba.sk/
P07h	283	283	283	475.0	225.0	http://www.fiit.stuba.sk/
P07h	200	200	200	502.0	184.0	http://www.fiit.stuba.sk/
P07h	200	200	200	501.0	196.0	http://www.fiit.stuba.sk/
P07h	200	200	200	501.0	190.0	http://www.fiit.stuba.sk/
P07h	200	200	200	504.0	189.0	http://www.fiit.stuba.sk/
P07h	200	200	200	495.0	186.0	http://www.fiit.stuba.sk/
P07h	200	200	200	501.0	196.0	http://www.fiit.stuba.sk/
P07h	200	200	200	494.0	188.0	http://www.fiit.stuba.sk/
P07h	200	200	200	498.0	189.0	http://www.fiit.stuba.sk/
P07h	200	200	200	498.0	191.0	http://www.fiit.stuba.sk/
P07h	200	200	200	509.0	183.0	http://www.fiit.stuba.sk/
P07h	200	200	200	511.0	180.0	http://www.fiit.stuba.sk/
P07h	417	417	417	434.0	206.0	http://www.fiit.stuba.sk/
P07h	417	417	417	427.0	221.0	http://www.fiit.stuba.sk/
P07h	417	417	417	428.0	218.0	http://www.fiit.stuba.sk/
P07h	417	417	417	425.0	203.0	http://www.fiit.stuba.sk/
P07h	417	417	417	431.0	210.0	http://www.fiit.stuba.sk/
P07h	417	417	417	434.0	218.0	http://www.fiit.stuba.sk/
P07h	417	417	417	427.0	215.0	http://www.fiit.stuba.sk/
P07h	417	417	417	434.0	205.0	http://www.fiit.stuba.sk/
P07h	417	417	417	431.0	207.0	http://www.fiit.stuba.sk/
P07h	417	417	417	438.0	218.0	http://www.fiit.stuba.sk/
P07h	417	417	417	433.0	221.0	http://www.fiit.stuba.sk/
P07h	417	417	417	431.0	212.0	http://www.fiit.stuba.sk/
P07h	417	417	417	441.0	203.0	http://www.fiit.stuba.sk/
P07h	417	417	417	443.0	187.0	http://www.fiit.stuba.sk/
P07h	417	417	417	456.0	181.0	http://www.fiit.stuba.sk/
P07h	417	417	417	445.0	200.0	http://www.fiit.stuba.sk/
P07h	417	417	417	448.0	184.0	http://www.fiit.stuba.sk/
P07h	417	417	417	451.0	180.0	http://www.fiit.stuba.sk/
P07h	417	417	417	451.0	202.0	http://www.fiit.stuba.sk/
P07h	417	417	417	453.0	189.0	http://www.fiit.stuba.sk/
P07h	417	417	417	460.0	188.0	http://www.fiit.stuba.sk/
P07h	417	417	417	450.0	186.0	http://www.fiit.stuba.sk/
P07h	417	417	417	451.0	190.0	http://www.fiit.stuba.sk/
P08h	167	167	167	508.0	161.0	http://www.fiit.stuba.sk/
P08h	167	167	167	503.0	158.0	http://www.fiit.stuba.sk/
P08h	167	167	167	506.0	152.0	http://www.fiit.stuba.sk/
P08h	167	167	167	502.0	156.0	http://www.fiit.stuba.sk/
P08h	167	167	167	503.0	158.0	http://www.fiit.stuba.sk/
P08h	167	167	167	514.0	149.0	http://www.fiit.stuba.sk/
P08h	167	167	167	502.0	155.0	http://www.fiit.stuba.sk/
P08h	167	167	167	500.0	156.0	http://www.fiit.stuba.sk/
P08h	167	167	167	501.0	152.0	http://www.fiit.stuba.sk/
P08h	167	167	167	500.0	161.0	http://www.fiit.stuba.sk/
P08h	150	150	150	595.0	125.0	http://www.fiit.stuba.sk/
P08h	150	150	150	593.0	119.0	http://www.fiit.stuba.sk/
P08h	150	150	150	599.0	120.0	http://www.fiit.stuba.sk/
P08h	150	150	150	593.0	118.0	http://www.fiit.stuba.sk/
P08h	150	150	150	599.0	111.0	http://www.fiit.stuba.sk/
P08h	150	150	150	594.0	127.0	http://www.fiit.stuba.sk/
P08h	150	150	150	599.0	117.0	http://www.fiit.stuba.sk/
P08h	150	150	150	606.0	109.0	http://www.fiit.stuba.sk/
P08h	150	150	150	598.0	117.0	http://www.fiit.stuba.sk/
P08h	133	133	133	749.0	377.0	http://www.fiit.stuba.sk/
P08h	133	133	133	761.0	382.0	http://www.fiit.stuba.sk/
P08h	133	133	133	749.0	393.0	http://www.fiit.stuba.sk/
P08h	133	133	133	755.0	384.0	http://www.fiit.stuba.sk/
P08h	133	133	133	753.0	389.0	http://www.fiit.stuba.sk/
P08h	133	133	133	754.0	386.0	http://www.fiit.stuba.sk/
P08h	133	133	133	752.0	384.0	http://www.fiit.stuba.sk/
P08h	133	133	133	754.0	372.0	http://www.fiit.stuba.sk/
P08h	233	233	233	863.0	463.0	http://www.fiit.stuba.sk/
P08h	233	233	233	866.0	471.0	http://www.fiit.stuba.sk/
P08h	233	233	233	858.0	474.0	http://www.fiit.stuba.sk/
P08h	233	233	233	865.0	472.0	http://www.fiit.stuba.sk/
P08h	233	233	233	862.0	481.0	http://www.fiit.stuba.sk/
P08h	233	233	233	874.0	479.0	http://www.fiit.stuba.sk/
P08h	233	233	233	877.0	483.0	http://www.fiit.stuba.sk/
P08h	233	233	233	870.0	478.0	http://www.fiit.stuba.sk/
P08h	233	233	233	866.0	477.0	http://www.fiit.stuba.sk/
P08h	233	233	233	874.0	482.0	http://www.fiit.stuba.sk/
P08h	233	233	233	869.0	485.0	http://www.fiit.stuba.sk/
